Timestamp,Please enter your age:,Please Choose your gender:,Marital Status:,What is your profession?,What is your monthly income?,How would you describe your family?,What is the total number of members in your family?,"What is the approximate ""average"" age of your family?",The number of Adults in your family,The number of Children in your family,How would you describe your area of residence?,How many people earn for your family?,What is your family's monthly income?,Has any of your family members contracted COVID-19?,Have you lost any family member(s) due to COVID-19?,How would you describe the ease of access to the nearest medical support from your area of residence?,How would you describe the feeling of love in your family?,The lockdown period has allowed your family members to enjoy the time they spend together.,Your family is satisfied with how things are during lockdown.,Your family is thankful with what they have during the lockdown period.,Do you sense fear within the family?,Do you sense anxiety within the family?,How often do fights break out between family members?,Your family members understand and respect each others personal privacy.,What are your Family Reactions whenever a difficult situation arises?,What is the general reaction of the family when there is some form of good news?
8/9/2021 21:32:42,20,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,9,40,3,1,Urban Area,3,Decline to respond,No,No,Close & Manageable.,It has increased a lot during the lockdown period,Neutral,Neutral,Neutral,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 21:33:29,30,Male,Decline to respond,Unemployed,I do not have any income at the moment,Extended Family,22,20,16,8,Urban Area,5,"More than 100,000 BDT",Asymptomatic,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Neutral,Agree,I haven't paid attention.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/9/2021 21:34:19,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,68,3,1,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It has slightly decreased during the lockdown period,Disagree,Disagree,Strongly Disagree,I do feel it sometimes.,I do feel it most of the time.,Fights are very often.,Strongly Disagree,Usually leave it to the elders of the family to deal with it.,There is almost no reaction at all.
8/9/2021 21:41:02,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,68,3,1,Suburban Area,1,"40,000 - 69,999 BDT",No,No,Close but Hard to Manage,It has decreased a lot during the lockdown period,Neutral,Strongly Disagree,Strongly Disagree,I do feel it most of the time.,I do feel it sometimes.,Fights are very often.,Strongly Disagree,Things are always out of control. No one is responsible at times like these.,There is very little celebration on such occasions.
8/9/2021 21:44:09,23,Female,Unmarried,Student,"Less than 10,000 BDT",Extended Family,7,30,5,2,Urban Area,2,"10,000 - 39,000 BDT",Yes,Yes,Close & Manageable.,It has slightly increased during the lockdown period,Neutral,Disagree,Strongly Agree,I do feel it sometimes.,I do feel it most of the time.,Problems are often resolved before fights break out.,Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/9/2021 21:47:16,26,Female,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,45,2,0,Urban Area,1,"40,000 - 69,999 BDT",Yes,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Strongly Agree,Neutral,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/9/2021 21:50:39,26,Female,Unmarried,Employed,"10,000 - 39,000 BDT",Extended Family,6,40,4,2,Urban Area,3,"70,000 - 100,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Disagree,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 21:55:08,23,Male,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,5,30,3,2,Urban Area,1,"70,000 - 100,000 BDT",Asymptomatic,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 21:55:43,24,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,36,4,0,Urban Area,2,"10,000 - 39,000 BDT",No,No,Far but Manageable,It is the same as before the lockdown period,Neutral,Strongly Disagree,Disagree,Not at all.,Not at all.,There are fights sometimes.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/9/2021 21:56:57,21,Female,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,7,30,5,2,Urban Area,2,"10,000 - 39,000 BDT",No,No,Far but Manageable,It is the same as before the lockdown period,Neutral,Disagree,Neutral,Not at all.,Not at all.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 21:57:11,25,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,38,4,1,Urban Area,2,"70,000 - 100,000 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Agree,Neutral,Strongly Agree,I don't feel like there is.,I don't feel like there is.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/9/2021 21:57:48,21,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,6,50,4,0,Urban Area,2,Decline to respond,Yes,No,Close & Manageable.,It has slightly decreased during the lockdown period,Neutral,Neutral,Neutral,I do feel it most of the time.,I do feel it most of the time.,I haven't paid attention.,Disagree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/9/2021 21:58:23,23,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,35,4,0,Urban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Strongly Disagree,Strongly Disagree,I do feel it most of the time.,I do feel it most of the time.,Fights are very often.,Strongly Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/9/2021 21:59:17,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,43,4,1,Urban Area,1,Decline to respond,Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Neutral,Agree,I haven't paid attention.,I do feel it sometimes.,There are fights sometimes.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/9/2021 22:03:46,21,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,41,4,2,Urban Area,2,"40,000 - 69,999 BDT",Yes,No,Close & Manageable.,It has decreased a lot during the lockdown period,Strongly Disagree,Strongly Disagree,Disagree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Strongly Disagree,Usually leave it to the elders of the family to deal with it.,There is almost no reaction at all.
8/9/2021 22:03:54,23,Male,Unmarried,Student,I do not have any income at the moment,Extended Family,4,28,1,0,Rural Area,2,"10,000 - 39,000 BDT",No,No,Far but Manageable,It has increased a lot during the lockdown period,Strongly Agree,Agree,Agree,Not at all.,Not at all.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 22:04:01,20,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,4,23,2,2,Rural Area,1,"Less than 10,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Neutral,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/9/2021 22:04:30,21,Female,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,5,20,4,1,Urban Area,1,"More than 100,000 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Strongly Agree,Not at all.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 22:04:56,21,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,75,5,2,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It has slightly increased during the lockdown period,Agree,Neutral,Disagree,Not at all.,Not at all.,Problems are often resolved before fights break out.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 22:05:21,22,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,28,4,1,Suburban Area,2,"40,000 - 69,999 BDT",No,No,Far but Manageable,It is the same as before the lockdown period,Agree,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 22:06:57,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,50,3,0,Urban Area,1,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Disagree,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/9/2021 22:07:32,23,Female,Unmarried,Student,"10,000 - 39,000 BDT",Nuclear Family,6,28,6,0,Urban Area,2,"40,000 - 69,999 BDT",Yes,No,Far but Manageable,It has slightly increased during the lockdown period,Agree,Disagree,Disagree,I don't feel like there is.,I do feel it sometimes.,There are fights sometimes.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/9/2021 22:08:40,21,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,60,5,0,Rural Area,2,"10,000 - 39,000 BDT",No,No,Far but Hard to Manage,It has slightly increased during the lockdown period,Agree,Disagree,Disagree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Agree,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/9/2021 22:09:24,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,35,4,2,Urban Area,1,"More than 100,000 BDT",Yes,No,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Neutral,Neutral,I do feel it most of the time.,I do feel it most of the time.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
